time,customer_no,location
12:23:00,324,fruit
12:24:00,308,dairy
12:24:00,318,spices
12:24:00,320,checkout
12:24:00,321,spices
12:24:00,322,drinks
12:24:00,324,fruit
12:24:00,325,drinks
12:25:00,308,dairy
12:25:00,318,spices
12:25:00,321,spices
12:25:00,322,drinks
12:25:00,324,fruit
12:25:00,325,checkout
12:25:00,326,fruit
12:26:00,308,dairy
12:26:00,318,fruit
12:26:00,321,spices
12:26:00,322,drinks
12:26:00,324,checkout
12:26:00,326,fruit
12:26:00,327,drinks
12:27:00,308,dairy
12:27:00,318,drinks
12:27:00,321,checkout
12:27:00,322,checkout
12:27:00,326,fruit
12:27:00,327,checkout
12:27:00,328,dairy
12:28:00,308,dairy
12:28:00,318,drinks
12:28:00,322,checkout
12:28:00,326,fruit
12:28:00,328,dairy
12:28:00,329,fruit
12:29:00,308,spices
12:29:00,318,drinks
12:29:00,326,checkout
12:29:00,328,dairy
12:29:00,329,checkout
12:29:00,330,drinks
12:30:00,308,checkout
12:30:00,318,drinks
12:30:00,328,dairy
12:30:00,330,drinks
12:30:00,331,fruit
12:31:00,318,drinks
12:31:00,328,dairy
12:31:00,330,drinks
12:31:00,331,fruit
12:31:00,332,fruit
12:32:00,318,checkout
12:32:00,328,dairy
12:32:00,330,drinks
12:32:00,331,checkout
12:32:00,332,fruit
12:32:00,333,dairy
12:33:00,328,dairy
12:33:00,330,drinks
12:33:00,332,fruit
12:33:00,333,drinks
12:33:00,334,spices
12:34:00,328,dairy
12:34:00,330,drinks
12:34:00,332,fruit
12:34:00,333,spices
12:34:00,334,spices
12:34:00,335,dairy
12:35:00,328,dairy
12:35:00,330,drinks
12:35:00,332,fruit
12:35:00,333,checkout
12:35:00,334,spices
12:35:00,335,dairy
12:35:00,336,dairy
12:36:00,328,dairy
12:36:00,330,fruit
12:36:00,332,fruit
12:36:00,334,spices
12:36:00,335,dairy
12:36:00,336,dairy
12:36:00,337,drinks
12:37:00,328,dairy
12:37:00,330,fruit
12:37:00,332,checkout
12:37:00,334,spices
12:37:00,335,dairy
12:37:00,336,dairy
12:37:00,337,dairy
12:37:00,338,dairy
12:38:00,328,dairy
12:38:00,330,checkout
12:38:00,334,spices
12:38:00,335,dairy
12:38:00,336,spices
12:38:00,337,dairy
12:38:00,338,checkout
12:38:00,339,dairy
12:39:00,328,dairy
12:39:00,334,dairy
12:39:00,335,dairy
12:39:00,336,checkout
12:39:00,337,dairy
12:39:00,339,dairy
12:39:00,340,fruit
12:40:00,328,dairy
12:40:00,334,dairy
12:40:00,335,dairy
12:40:00,337,dairy
12:40:00,339,dairy
12:40:00,340,fruit
12:40:00,341,dairy
12:41:00,328,dairy
12:41:00,334,dairy
12:41:00,335,dairy
12:41:00,337,checkout
12:41:00,339,dairy
12:41:00,340,fruit
12:41:00,341,dairy
12:41:00,342,spices
12:42:00,328,dairy
12:42:00,334,checkout
12:42:00,335,dairy
12:42:00,339,dairy
12:42:00,340,fruit
12:42:00,341,dairy
12:42:00,342,dairy
12:42:00,343,fruit
12:43:00,328,dairy
12:43:00,335,dairy
12:43:00,339,dairy
12:43:00,340,spices
12:43:00,341,dairy
12:43:00,342,dairy
12:43:00,343,drinks
12:43:00,344,dairy
12:44:00,328,dairy
12:44:00,335,dairy
12:44:00,339,dairy
12:44:00,340,drinks
12:44:00,341,dairy
12:44:00,342,dairy
12:44:00,343,drinks
12:44:00,344,drinks
12:44:00,345,spices
12:45:00,328,dairy
12:45:00,335,dairy
12:45:00,339,dairy
12:45:00,340,drinks
12:45:00,341,dairy
12:45:00,342,dairy
12:45:00,343,checkout
12:45:00,344,checkout
12:45:00,345,spices
12:45:00,346,dairy
12:46:00,328,dairy
12:46:00,335,dairy
12:46:00,339,dairy
12:46:00,340,drinks
12:46:00,341,dairy
12:46:00,342,dairy
12:46:00,344,checkout
12:46:00,345,spices
12:46:00,346,dairy
12:46:00,347,drinks
12:47:00,328,dairy
12:47:00,335,dairy
12:47:00,339,drinks
12:47:00,340,fruit
12:47:00,341,dairy
12:47:00,342,checkout
12:47:00,345,spices
12:47:00,346,dairy
12:47:00,347,checkout
12:47:00,348,fruit
12:48:00,328,dairy
12:48:00,335,dairy
12:48:00,339,checkout
12:48:00,340,dairy
12:48:00,341,spices
12:48:00,345,dairy
12:48:00,346,dairy
12:48:00,348,dairy
12:48:00,349,dairy
12:49:00,328,fruit
12:49:00,335,dairy
12:49:00,340,dairy
12:49:00,341,dairy
12:49:00,345,dairy
12:49:00,346,drinks
12:49:00,348,dairy
12:49:00,349,dairy
12:49:00,350,fruit
12:50:00,328,dairy
12:50:00,335,spices
12:50:00,340,checkout
12:50:00,341,dairy
12:50:00,345,fruit
12:50:00,346,drinks
12:50:00,348,dairy
12:50:00,349,dairy
12:50:00,350,checkout
12:50:00,351,dairy
12:51:00,328,drinks
12:51:00,335,spices
12:51:00,341,spices
12:51:00,345,dairy
12:51:00,346,drinks
12:51:00,348,dairy
12:51:00,349,dairy
12:51:00,351,checkout
12:51:00,352,dairy
12:52:00,328,fruit
12:52:00,335,dairy
12:52:00,341,drinks
12:52:00,345,dairy
12:52:00,346,fruit
12:52:00,348,dairy
12:52:00,349,dairy
12:52:00,352,dairy
12:52:00,353,spices
12:53:00,328,checkout
12:53:00,335,dairy
12:53:00,341,checkout
12:53:00,345,dairy
12:53:00,346,checkout
12:53:00,348,dairy
12:53:00,349,checkout
12:53:00,352,dairy
12:53:00,353,dairy
12:53:00,354,dairy
12:54:00,335,checkout
12:54:00,345,dairy
12:54:00,348,drinks
12:54:00,352,dairy
12:54:00,353,checkout
12:54:00,354,dairy
12:54:00,355,dairy
12:55:00,345,dairy
12:55:00,348,fruit
12:55:00,352,dairy
12:55:00,354,fruit
12:55:00,355,dairy
12:55:00,356,spices
12:56:00,345,dairy
12:56:00,348,checkout
12:56:00,352,dairy
12:56:00,354,fruit
12:56:00,355,dairy
12:56:00,356,dairy
12:56:00,357,dairy
12:57:00,345,dairy
12:57:00,352,spices
12:57:00,354,fruit
12:57:00,355,checkout
12:57:00,356,fruit
12:57:00,357,dairy
12:57:00,358,drinks
12:58:00,345,dairy
12:58:00,352,dairy
12:58:00,354,spices
12:58:00,356,fruit
12:58:00,357,dairy
12:58:00,358,checkout
12:58:00,359,fruit
12:59:00,345,dairy
12:59:00,352,checkout
12:59:00,354,dairy
12:59:00,356,fruit
12:59:00,357,dairy
12:59:00,359,fruit
12:59:00,360,spices
13:00:00,345,dairy
13:00:00,354,checkout
13:00:00,356,fruit
13:00:00,357,dairy
13:00:00,359,fruit
13:00:00,360,drinks
13:00:00,361,fruit
13:01:00,345,dairy
13:01:00,356,fruit
13:01:00,357,dairy
13:01:00,359,fruit
13:01:00,360,checkout
13:01:00,361,fruit
13:01:00,362,spices
13:02:00,345,dairy
13:02:00,356,fruit
13:02:00,357,dairy
13:02:00,359,drinks
13:02:00,361,drinks
13:02:00,362,checkout
13:02:00,363,drinks
13:03:00,345,dairy
13:03:00,356,fruit
13:03:00,357,dairy
13:03:00,359,drinks
13:03:00,361,drinks
13:03:00,363,fruit
13:03:00,364,drinks
13:04:00,345,dairy
13:04:00,356,fruit
13:04:00,357,dairy
13:04:00,359,drinks
13:04:00,361,checkout
13:04:00,363,fruit
13:04:00,364,checkout
13:04:00,365,spices
13:05:00,345,dairy
13:05:00,356,fruit
13:05:00,357,spices
13:05:00,359,drinks
13:05:00,363,dairy
13:05:00,365,spices
13:05:00,366,spices
13:06:00,345,dairy
13:06:00,356,fruit
13:06:00,357,spices
13:06:00,359,checkout
13:06:00,363,dairy
13:06:00,365,drinks
13:06:00,366,spices
13:06:00,367,fruit
13:07:00,345,dairy
13:07:00,356,fruit
13:07:00,357,spices
13:07:00,363,dairy
13:07:00,365,checkout
13:07:00,366,fruit
13:07:00,367,dairy
13:07:00,368,dairy
13:08:00,345,drinks
13:08:00,356,fruit
13:08:00,357,spices
13:08:00,363,dairy
13:08:00,366,dairy
13:08:00,367,dairy
13:08:00,368,dairy
13:08:00,369,dairy
13:09:00,345,spices
13:09:00,356,fruit
13:09:00,357,spices
13:09:00,363,dairy
13:09:00,366,dairy
13:09:00,367,dairy
13:09:00,368,drinks
13:09:00,369,dairy
13:09:00,370,spices
13:10:00,345,spices
13:10:00,356,fruit
13:10:00,357,drinks
13:10:00,363,dairy
13:10:00,366,dairy
13:10:00,367,fruit
13:10:00,368,drinks
13:10:00,369,dairy
13:10:00,370,fruit
13:10:00,371,spices
13:11:00,345,fruit
13:11:00,356,dairy
13:11:00,357,checkout
13:11:00,363,checkout
13:11:00,366,dairy
13:11:00,367,fruit
13:11:00,368,drinks
13:11:00,369,dairy
13:11:00,370,fruit
13:11:00,371,checkout
13:11:00,372,dairy
13:12:00,345,fruit
13:12:00,356,drinks
13:12:00,363,checkout
13:12:00,366,fruit
13:12:00,367,fruit
13:12:00,368,drinks
13:12:00,369,drinks
13:12:00,370,checkout
13:12:00,372,dairy
13:12:00,373,drinks
13:13:00,345,drinks
13:13:00,356,dairy
13:13:00,366,fruit
13:13:00,367,spices
13:13:00,368,drinks
13:13:00,369,drinks
13:13:00,372,dairy
13:13:00,373,dairy
13:13:00,374,drinks
13:14:00,345,spices
13:14:00,356,checkout
13:14:00,366,spices
13:14:00,367,dairy
13:14:00,368,fruit
13:14:00,369,drinks
13:14:00,372,checkout
13:14:00,373,dairy
13:14:00,374,checkout
13:14:00,375,drinks
13:15:00,345,drinks
13:15:00,366,fruit
13:15:00,367,dairy
13:15:00,368,fruit
13:15:00,369,drinks
13:15:00,373,dairy
13:15:00,375,checkout
13:15:00,376,drinks
13:16:00,345,drinks
13:16:00,366,checkout
13:16:00,367,dairy
13:16:00,368,drinks
13:16:00,369,checkout
13:16:00,373,dairy
13:16:00,376,drinks
13:16:00,377,spices
13:17:00,345,checkout
13:17:00,367,spices
13:17:00,368,checkout
13:17:00,373,dairy
13:17:00,376,drinks
13:17:00,377,checkout
13:17:00,378,fruit
13:18:00,367,checkout
13:18:00,373,dairy
13:18:00,376,spices
13:18:00,378,checkout
13:18:00,379,dairy
13:19:00,373,fruit
13:19:00,376,checkout
13:19:00,379,dairy
13:19:00,380,fruit
13:20:00,373,checkout
13:20:00,379,dairy
13:20:00,380,spices
13:20:00,381,fruit
13:21:00,379,dairy
13:21:00,380,spices
13:21:00,381,fruit
13:21:00,382,fruit
13:22:00,379,dairy
13:22:00,380,fruit
13:22:00,381,checkout
13:22:00,382,fruit
13:22:00,383,dairy
13:23:00,379,spices
13:23:00,380,dairy
13:23:00,382,fruit
13:23:00,383,dairy
13:23:00,384,dairy
13:24:00,379,dairy
13:24:00,380,dairy
13:24:00,382,fruit
13:24:00,383,dairy
13:24:00,384,fruit
13:24:00,385,dairy
13:25:00,379,spices
13:25:00,380,drinks
13:25:00,382,fruit
13:25:00,383,dairy
13:25:00,384,drinks
13:25:00,385,dairy
13:25:00,386,spices
13:26:00,379,dairy
13:26:00,380,drinks
13:26:00,382,dairy
13:26:00,383,dairy
13:26:00,384,drinks
13:26:00,385,dairy
13:26:00,386,drinks
13:26:00,387,spices
13:27:00,379,dairy
13:27:00,380,checkout
13:27:00,382,drinks
13:27:00,383,drinks
13:27:00,384,drinks
13:27:00,385,dairy
13:27:00,386,checkout
13:27:00,387,dairy
13:27:00,388,dairy
13:28:00,379,checkout
13:28:00,382,fruit
13:28:00,383,drinks
13:28:00,384,drinks
13:28:00,385,dairy
13:28:00,387,spices
13:28:00,388,drinks
13:28:00,389,spices
13:29:00,382,spices
13:29:00,383,drinks
13:29:00,384,spices
13:29:00,385,dairy
13:29:00,387,spices
13:29:00,388,drinks
13:29:00,389,checkout
13:29:00,390,drinks
13:30:00,382,fruit
13:30:00,383,drinks
13:30:00,384,spices
13:30:00,385,drinks
13:30:00,387,checkout
13:30:00,388,drinks
13:30:00,390,spices
13:30:00,391,drinks
13:31:00,382,fruit
13:31:00,383,drinks
13:31:00,384,dairy
13:31:00,385,checkout
13:31:00,388,drinks
13:31:00,390,spices
13:31:00,391,drinks
13:31:00,392,dairy
13:32:00,382,fruit
13:32:00,383,fruit
13:32:00,384,dairy
13:32:00,388,spices
13:32:00,390,checkout
13:32:00,391,checkout
13:32:00,392,drinks
13:32:00,393,fruit
13:33:00,382,drinks
13:33:00,383,checkout
13:33:00,384,dairy
13:33:00,388,spices
13:33:00,391,checkout
13:33:00,392,checkout
13:33:00,393,fruit
13:33:00,394,drinks
13:34:00,382,drinks
13:34:00,384,dairy
13:34:00,388,spices
13:34:00,392,checkout
13:34:00,393,drinks
13:34:00,394,drinks
13:34:00,395,fruit
13:35:00,382,checkout
13:35:00,384,dairy
13:35:00,388,fruit
13:35:00,393,drinks
13:35:00,394,drinks
13:35:00,395,fruit
13:35:00,396,dairy
13:36:00,384,fruit
13:36:00,388,fruit
13:36:00,393,drinks
13:36:00,394,checkout
13:36:00,395,fruit
13:36:00,396,dairy
13:36:00,397,dairy
13:37:00,384,checkout
13:37:00,388,checkout
13:37:00,393,checkout
13:37:00,395,spices
13:37:00,396,dairy
13:37:00,397,dairy
13:37:00,398,drinks
13:38:00,388,checkout
13:38:00,395,dairy
13:38:00,396,dairy
13:38:00,397,dairy
13:38:00,398,drinks
13:38:00,399,drinks
13:39:00,395,dairy
13:39:00,396,drinks
13:39:00,397,dairy
13:39:00,398,drinks
13:39:00,399,checkout
13:39:00,400,spices
13:40:00,395,checkout
13:40:00,396,checkout
13:40:00,397,checkout
13:40:00,398,drinks
13:40:00,400,fruit
13:40:00,401,spices
13:41:00,396,checkout
13:41:00,398,drinks
13:41:00,400,checkout
13:41:00,401,spices
13:41:00,402,spices
13:42:00,398,drinks
13:42:00,401,spices
13:42:00,402,drinks
13:42:00,403,dairy
13:43:00,398,checkout
13:43:00,401,spices
13:43:00,402,fruit
13:43:00,403,dairy
13:43:00,404,dairy
13:44:00,401,spices
13:44:00,402,checkout
13:44:00,403,checkout
13:44:00,404,dairy
13:44:00,405,drinks
13:45:00,401,spices
13:45:00,403,checkout
13:45:00,404,dairy
13:45:00,405,fruit
13:45:00,406,drinks
13:46:00,401,dairy
13:46:00,404,dairy
13:46:00,405,fruit
13:46:00,406,drinks
13:46:00,407,drinks
13:47:00,401,dairy
13:47:00,404,dairy
13:47:00,405,fruit
13:47:00,406,drinks
13:47:00,407,drinks
13:47:00,408,spices
13:48:00,401,dairy
13:48:00,404,spices
13:48:00,405,fruit
13:48:00,406,dairy
13:48:00,407,drinks
13:48:00,408,checkout
13:48:00,409,dairy
13:49:00,401,dairy
13:49:00,404,spices
13:49:00,405,checkout
13:49:00,406,dairy
13:49:00,407,drinks
13:49:00,409,checkout
13:49:00,410,dairy
13:50:00,401,dairy
13:50:00,404,spices
13:50:00,406,fruit
13:50:00,407,checkout
13:50:00,410,spices
13:50:00,411,spices
13:51:00,401,fruit
13:51:00,404,dairy
13:51:00,406,fruit
13:51:00,410,spices
13:51:00,411,dairy
13:51:00,412,spices
13:52:00,401,checkout
13:52:00,404,dairy
13:52:00,406,dairy
13:52:00,410,spices
13:52:00,411,dairy
13:52:00,412,spices
13:52:00,413,dairy
13:53:00,404,dairy
13:53:00,406,checkout
13:53:00,410,checkout
13:53:00,411,dairy
13:53:00,412,drinks
13:53:00,413,dairy
13:53:00,414,fruit
13:54:00,404,dairy
13:54:00,410,checkout
13:54:00,411,drinks
13:54:00,412,drinks
13:54:00,413,spices
13:54:00,414,dairy
13:54:00,415,drinks
13:55:00,404,dairy
13:55:00,411,drinks
13:55:00,412,drinks
13:55:00,413,checkout
13:55:00,414,checkout
13:55:00,415,fruit
13:55:00,416,drinks
13:56:00,404,drinks
13:56:00,411,drinks
13:56:00,412,spices
13:56:00,414,checkout
13:56:00,415,spices
13:56:00,416,drinks
13:56:00,417,fruit
13:57:00,404,fruit
13:57:00,411,drinks
13:57:00,412,spices
13:57:00,415,dairy
13:57:00,416,drinks
13:57:00,417,fruit
13:57:00,418,drinks
13:58:00,404,fruit
13:58:00,411,drinks
13:58:00,412,spices
13:58:00,415,drinks
13:58:00,416,drinks
13:58:00,417,fruit
13:58:00,418,drinks
13:58:00,419,drinks
13:59:00,404,dairy
13:59:00,411,spices
13:59:00,412,checkout
13:59:00,415,checkout
13:59:00,416,drinks
13:59:00,417,fruit
13:59:00,418,checkout
13:59:00,419,drinks
13:59:00,420,fruit
14:00:00,404,drinks
14:00:00,411,spices
14:00:00,415,checkout
14:00:00,416,drinks
14:00:00,417,checkout
14:00:00,419,drinks
14:00:00,420,fruit
14:00:00,421,dairy
14:01:00,404,drinks
14:01:00,411,dairy
14:01:00,416,checkout
14:01:00,419,checkout
14:01:00,420,fruit
14:01:00,421,spices
14:01:00,422,drinks
14:02:00,404,checkout
14:02:00,411,dairy
14:02:00,419,checkout
14:02:00,420,dairy
14:02:00,421,spices
14:02:00,422,drinks
14:02:00,423,dairy
14:03:00,411,drinks
14:03:00,420,dairy
14:03:00,421,spices
14:03:00,422,spices
14:03:00,423,dairy
14:03:00,424,fruit
14:04:00,411,drinks
14:04:00,420,dairy
14:04:00,421,spices
14:04:00,422,spices
14:04:00,423,dairy
14:04:00,424,fruit
14:04:00,425,drinks
14:05:00,411,drinks
14:05:00,420,dairy
14:05:00,421,spices
14:05:00,422,checkout
14:05:00,423,checkout
14:05:00,424,fruit
14:05:00,425,fruit
14:05:00,426,fruit
14:06:00,411,fruit
14:06:00,420,dairy
14:06:00,421,spices
14:06:00,423,checkout
14:06:00,424,fruit
14:06:00,425,fruit
14:06:00,426,fruit
14:06:00,427,spices
14:07:00,411,fruit
14:07:00,420,dairy
14:07:00,421,spices
14:07:00,424,fruit
14:07:00,425,checkout
14:07:00,426,fruit
14:07:00,427,spices
14:07:00,428,spices
14:08:00,411,fruit
14:08:00,420,dairy
14:08:00,421,spices
14:08:00,424,checkout
14:08:00,426,spices
14:08:00,427,drinks
14:08:00,428,dairy
14:08:00,429,spices
14:09:00,411,checkout
14:09:00,420,dairy
14:09:00,421,spices
14:09:00,426,spices
14:09:00,427,drinks
14:09:00,428,dairy
14:09:00,429,checkout
14:09:00,430,fruit
14:10:00,420,dairy
14:10:00,421,spices
14:10:00,426,checkout
14:10:00,427,fruit
14:10:00,428,dairy
14:10:00,430,checkout
14:10:00,431,spices
14:11:00,420,dairy
14:11:00,421,checkout
14:11:00,427,fruit
14:11:00,428,dairy
14:11:00,431,spices
14:11:00,432,fruit
14:12:00,420,dairy
14:12:00,427,fruit
14:12:00,428,dairy
14:12:00,431,checkout
14:12:00,432,fruit
14:12:00,433,spices
14:13:00,420,dairy
14:13:00,427,drinks
14:13:00,428,checkout
14:13:00,432,fruit
14:13:00,433,fruit
14:13:00,434,fruit
14:14:00,420,dairy
14:14:00,427,drinks
14:14:00,432,fruit
14:14:00,433,dairy
14:14:00,434,fruit
14:14:00,435,dairy
14:15:00,420,dairy
14:15:00,427,spices
14:15:00,432,checkout
14:15:00,433,dairy
14:15:00,434,fruit
14:15:00,435,dairy
14:15:00,436,spices
14:16:00,420,spices
14:16:00,427,spices
14:16:00,433,dairy
14:16:00,434,fruit
14:16:00,435,dairy
14:16:00,436,spices
14:16:00,437,fruit
14:17:00,420,checkout
14:17:00,427,fruit
14:17:00,433,dairy
14:17:00,434,fruit
14:17:00,435,dairy
14:17:00,436,drinks
14:17:00,437,fruit
14:17:00,438,drinks
14:18:00,427,checkout
14:18:00,433,dairy
14:18:00,434,fruit
14:18:00,435,dairy
14:18:00,436,drinks
14:18:00,437,fruit
14:18:00,438,drinks
14:18:00,439,drinks
14:19:00,433,dairy
14:19:00,434,checkout
14:19:00,435,dairy
14:19:00,436,checkout
14:19:00,437,fruit
14:19:00,438,checkout
14:19:00,439,drinks
14:19:00,440,drinks
14:20:00,433,dairy
14:20:00,435,dairy
14:20:00,437,dairy
14:20:00,439,drinks
14:20:00,440,drinks
14:20:00,441,spices
14:21:00,433,dairy
14:21:00,435,dairy
14:21:00,437,dairy
14:21:00,439,drinks
14:21:00,440,drinks
14:21:00,441,dairy
14:21:00,442,spices
14:22:00,433,checkout
14:22:00,435,dairy
14:22:00,437,spices
14:22:00,439,drinks
14:22:00,440,drinks
14:22:00,441,drinks
14:22:00,442,spices
14:22:00,443,spices
14:23:00,435,dairy
14:23:00,437,checkout
14:23:00,439,drinks
14:23:00,440,dairy
14:23:00,441,checkout
14:23:00,442,drinks
14:23:00,443,dairy
14:23:00,444,drinks
14:24:00,435,dairy
14:24:00,439,drinks
14:24:00,440,dairy
14:24:00,442,spices
14:24:00,443,drinks
14:24:00,444,fruit
14:24:00,445,drinks
14:25:00,435,dairy
14:25:00,439,drinks
14:25:00,440,dairy
14:25:00,442,dairy
14:25:00,443,drinks
14:25:00,444,fruit
14:25:00,445,drinks
14:25:00,446,fruit
14:26:00,435,dairy
14:26:00,439,drinks
14:26:00,440,dairy
14:26:00,442,dairy
14:26:00,443,spices
14:26:00,444,checkout
14:26:00,445,drinks
14:26:00,446,checkout
14:26:00,447,dairy
14:27:00,435,dairy
14:27:00,439,checkout
14:27:00,440,dairy
14:27:00,442,dairy
14:27:00,443,fruit
14:27:00,445,drinks
14:27:00,447,dairy
14:27:00,448,dairy
14:28:00,435,dairy
14:28:00,440,dairy
14:28:00,442,dairy
14:28:00,443,fruit
14:28:00,445,drinks
14:28:00,447,spices
14:28:00,448,dairy
14:28:00,449,dairy
14:29:00,435,dairy
14:29:00,440,dairy
14:29:00,442,dairy
14:29:00,443,fruit
14:29:00,445,drinks
14:29:00,447,spices
14:29:00,448,drinks
14:29:00,449,dairy
14:29:00,450,spices
14:30:00,435,dairy
14:30:00,440,drinks
14:30:00,442,fruit
14:30:00,443,fruit
14:30:00,445,checkout
14:30:00,447,checkout
14:30:00,448,drinks
14:30:00,449,dairy
14:30:00,450,spices
14:30:00,451,spices
14:31:00,435,fruit
14:31:00,440,checkout
14:31:00,442,dairy
14:31:00,443,fruit
14:31:00,447,checkout
14:31:00,448,spices
14:31:00,449,dairy
14:31:00,450,dairy
14:31:00,451,fruit
14:31:00,452,dairy
14:32:00,435,drinks
14:32:00,442,dairy
14:32:00,443,fruit
14:32:00,448,spices
14:32:00,449,dairy
14:32:00,450,dairy
14:32:00,451,fruit
14:32:00,452,dairy
14:32:00,453,drinks
14:33:00,435,fruit
14:33:00,442,dairy
14:33:00,443,fruit
14:33:00,448,fruit
14:33:00,449,dairy
14:33:00,450,dairy
14:33:00,451,fruit
14:33:00,452,dairy
14:33:00,453,drinks
14:33:00,454,fruit
14:34:00,435,dairy
14:34:00,442,dairy
14:34:00,443,checkout
14:34:00,448,drinks
14:34:00,449,dairy
14:34:00,450,dairy
14:34:00,451,fruit
14:34:00,452,fruit
14:34:00,453,checkout
14:34:00,454,checkout
14:34:00,455,fruit
14:35:00,435,dairy
14:35:00,442,dairy
14:35:00,448,drinks
14:35:00,449,checkout
14:35:00,450,dairy
14:35:00,451,checkout
14:35:00,452,fruit
14:35:00,454,checkout
14:35:00,455,fruit
14:35:00,456,dairy
14:36:00,435,dairy
14:36:00,442,dairy
14:36:00,448,checkout
14:36:00,450,dairy
14:36:00,452,drinks
14:36:00,455,fruit
14:36:00,456,dairy
14:36:00,457,fruit
14:37:00,435,dairy
14:37:00,442,checkout
14:37:00,450,fruit
14:37:00,452,fruit
14:37:00,455,fruit
14:37:00,456,fruit
14:37:00,457,fruit
14:37:00,458,fruit
14:38:00,435,spices
14:38:00,450,fruit
14:38:00,452,fruit
14:38:00,455,checkout
14:38:00,456,fruit
14:38:00,457,dairy
14:38:00,458,fruit
14:38:00,459,fruit
14:39:00,435,checkout
14:39:00,450,checkout
14:39:00,452,fruit
14:39:00,456,drinks
14:39:00,457,dairy
14:39:00,458,fruit
14:39:00,459,fruit
14:39:00,460,drinks
14:40:00,450,checkout
14:40:00,452,fruit
14:40:00,456,drinks
14:40:00,457,checkout
14:40:00,458,spices
14:40:00,459,fruit
14:40:00,460,checkout
14:40:00,461,dairy
14:41:00,452,fruit
14:41:00,456,drinks
14:41:00,458,spices
14:41:00,459,fruit
14:41:00,461,checkout
14:41:00,462,spices
14:42:00,452,checkout
14:42:00,456,checkout
14:42:00,458,dairy
14:42:00,459,fruit
14:42:00,462,spices
14:42:00,463,dairy
14:43:00,456,checkout
14:43:00,458,spices
14:43:00,459,fruit
14:43:00,462,spices
14:43:00,463,dairy
14:43:00,464,fruit
14:44:00,458,dairy
14:44:00,459,fruit
14:44:00,462,spices
14:44:00,463,dairy
14:44:00,464,fruit
14:44:00,465,drinks
14:45:00,458,dairy
14:45:00,459,fruit
14:45:00,462,checkout
14:45:00,463,dairy
14:45:00,464,fruit
14:45:00,465,drinks
14:45:00,466,spices
14:46:00,458,dairy
14:46:00,459,fruit
14:46:00,463,fruit
14:46:00,464,fruit
14:46:00,465,drinks
14:46:00,466,fruit
14:46:00,467,spices
14:47:00,458,dairy
14:47:00,459,fruit
14:47:00,463,fruit
14:47:00,464,fruit
14:47:00,465,checkout
14:47:00,466,fruit
14:47:00,467,drinks
14:47:00,468,dairy
14:48:00,458,dairy
14:48:00,459,fruit
14:48:00,463,checkout
14:48:00,464,fruit
14:48:00,466,drinks
14:48:00,467,checkout
14:48:00,468,dairy
14:48:00,469,spices
14:49:00,458,drinks
14:49:00,459,checkout
14:49:00,464,fruit
14:49:00,466,checkout
14:49:00,468,dairy
14:49:00,469,dairy
14:49:00,470,drinks
14:50:00,458,drinks
14:50:00,464,fruit
14:50:00,468,dairy
14:50:00,469,dairy
14:50:00,470,drinks
14:50:00,471,spices
14:51:00,458,drinks
14:51:00,464,fruit
14:51:00,468,dairy
14:51:00,469,dairy
14:51:00,470,checkout
14:51:00,471,dairy
14:51:00,472,fruit
14:52:00,458,drinks
14:52:00,464,fruit
14:52:00,468,dairy
14:52:00,469,dairy
14:52:00,471,checkout
14:52:00,472,fruit
14:52:00,473,dairy
14:53:00,458,drinks
14:53:00,464,fruit
14:53:00,468,spices
14:53:00,469,dairy
14:53:00,472,fruit
14:53:00,473,dairy
14:53:00,474,spices
14:54:00,458,drinks
14:54:00,464,spices
14:54:00,468,dairy
14:54:00,469,dairy
14:54:00,472,fruit
14:54:00,473,dairy
14:54:00,474,checkout
14:54:00,475,fruit
14:55:00,458,spices
14:55:00,464,drinks
14:55:00,468,dairy
14:55:00,469,checkout
14:55:00,472,drinks
14:55:00,473,dairy
14:55:00,475,checkout
14:55:00,476,drinks
14:56:00,458,dairy
14:56:00,464,drinks
14:56:00,468,dairy
14:56:00,472,checkout
14:56:00,473,dairy
14:56:00,476,drinks
14:56:00,477,drinks
14:57:00,458,dairy
14:57:00,464,drinks
14:57:00,468,dairy
14:57:00,473,dairy
14:57:00,476,checkout
14:57:00,477,drinks
14:57:00,478,fruit
14:58:00,458,dairy
14:58:00,464,checkout
14:58:00,468,dairy
14:58:00,473,dairy
14:58:00,477,spices
14:58:00,478,drinks
14:58:00,479,spices
14:59:00,458,dairy
14:59:00,468,dairy
14:59:00,473,dairy
14:59:00,477,spices
14:59:00,478,checkout
14:59:00,479,drinks
14:59:00,480,dairy
15:00:00,458,dairy
15:00:00,468,dairy
15:00:00,473,checkout
15:00:00,477,fruit
15:00:00,479,drinks
15:00:00,480,drinks
15:00:00,481,fruit
15:01:00,458,fruit
15:01:00,468,dairy
15:01:00,477,fruit
15:01:00,479,drinks
15:01:00,480,checkout
15:01:00,481,fruit
15:01:00,482,fruit
15:02:00,458,fruit
15:02:00,468,dairy
15:02:00,477,fruit
15:02:00,479,drinks
15:02:00,481,fruit
15:02:00,482,fruit
15:02:00,483,spices
15:03:00,458,fruit
15:03:00,468,dairy
15:03:00,477,checkout
15:03:00,479,drinks
15:03:00,481,checkout
15:03:00,482,fruit
15:03:00,483,dairy
15:03:00,484,drinks
15:04:00,458,dairy
15:04:00,468,dairy
15:04:00,479,drinks
